source	mor	target
RELA	1	FMNL2
NFKB1	1	FMNL2
RFXAP	1	CIITA
STAT5A	1	TLR2
MYC	-1	CAV1
SP1	1	GJA1
AR	1	AXIN1
NR0B1	1	AMH
SOX9	1	AMH
NR0B1	1	SF1
SRF	1	DMD
NR2C2	1	AKT1
SMAD2	1	MMP2
MYBL2	1	CCNA1
CEBPB	1	PSMC6
USF1	-1	CYP1A1
CEBPD	1	PRKACA
MBD2	1	MBD3
ATF4	1	HMOX1
NR4A1	1	AKT1
IRF2	1	FGFR1
IRF3	1	FGFR1
PPARG	-1	PTGS2
FOXO3	1	AKT1
FOXO3	1	PIK3C3
HSF2	1	SUMO1
ETS1	1	BCL2L1
TFAP2A	-1	SOD2
TFAP2A	1	ERBB3
ETS1	1	COL1A2
FLI1	-1	COL1A2
TFAP2A	-1	C3
TFAP2A	1	AFP
SP1	1	PARP1
IRF1	1	FGFR1
NR0B1	1	SNW1
SP1	1	ERCC3
JUN	1	PTPN6
REL	1	FUS
RELB	1	FUS
NFKB2	1	FUS
RELA	1	FUS
NFKB1	1	FUS
YY1	1	NPPB
SP1	1	CYCS
E4F1	1	APRT
SRF	1	TAGLN
TP53	1	APC
SP3	1	TERT
AR	-1	SMAD3
JUNB	1	FGF2
JUND	1	FGF2
E4F1	-1	CCNA2
ZBTB17	1	CDKN2B
NR1H3	1	FASN
JDP2	1	TP53
PPARG	-1	CCND1
FOS	-1	CCND1
MTF1	1	PGF
TP53	1	HBEGF
SP1	-1	CDK6
WT1	-1	AR
ARID1B	1	NCAM1
ARID1B	1	TNFRSF10B
EPAS1	1	TFRC
TP73	1	GSTP1
TP73	1	CDH1
TP73	1	CDKN2A
TP73	1	CDKN2B
TP73	1	DAPK1
TP73	1	MLH1
TCF3	-1	CDH1
TFAP2A	-1	F2R
TFAP2A	1	FAS
JUNB	1	EIF4E
JUND	1	EIF4E
JUN	1	EIF4E
CREB1	1	ACHE
SP1	1	MUC1
USF2	-1	SERPINE1
FOXO4	1	AKT1
MAX	1	CDKN1B
MYC	1	CHKA
JUNB	1	PLAUR
JUND	1	PLAUR
MYB	1	PDCD4
TBP	-1	BCL2
TP53	1	LGALS1
TAF1	1	POLR2F
JUN	1	IGFBP7
TAF1	1	TBP
EGR1	-1	PTPN1
EGR1	1	ABL1
EGR1	1	BCR
JUN	1	A2M
TP53	1	ERCC2
DNMT1	1	TERT
DNMT1	1	RBP1
NR3C1	-1	JUN
JUNB	-1	NR3C1
JUND	-1	NR3C1
JUN	-1	NR3C1
USF1	1	BDKRB2
TP53	-1	IGF2
EGR1	1	GNRH1
HSF2	1	CRYAB
AR	1	KAT2B
KCNIP3	1	HRK
MITF	1	CTSK
TFE3	1	CTSK
JUNB	1	BCL2L1
JUND	1	BCL2L1
FOSB	1	TIMP1
SP3	1	MAT2B
NRF1	1	NFE2L1
RARA	1	ADA
SP1	-1	COL1A1
SP1	1	COL3A1
SP1	1	COL5A2
SP1	1	TIMP1
STAT3	1	MAPK3
NR2C2	1	CDKN2A
FOS	-1	IL6
USF1	-1	PTGS2
NCOA3	1	SRA1
HIF1A	1	ERBB2
IRF1	-1	BCL2
IRF1	1	IL1B
IRF2	1	IL1B
NR4A3	1	VCAM1
HIF1A	1	PIK3R1
NFKB1	-1	DDIT3
RELA	-1	DDIT3
SP1	1	FASN
SP1	1	MTA2
DLX4	1	ACHE
DLX4	1	TFAP2A
DLX4	1	TNFRSF11A
GRHL3	1	ACHE
GRHL3	1	TFAP2A
GRHL3	1	TNFRSF11A
TFAP2A	1	TNFRSF11A
ATF3	-1	CCND1
NKX3-1	1	ABL2
NKX3-1	1	TBPL1
NKX3-1	1	TP53
TP53	1	ABL2
TP53	1	TBPL1
SP1	1	POLD1
TP53	-1	POLD1
TP53	1	LARGE1
USF1	1	TXNIP
CREB1	1	BDNF
KAT7	1	RELA
PPARG	1	PTEN
MEF2A	1	TG
NR4A1	1	TG
RELA	1	BCL3
ETS1	1	CSNK2A2
HMGA2	1	KRAS
SP1	1	GHR
SP3	1	GHR
PPARA	-1	ICAM1
YBX1	-1	F3
KAT7	1	IL1B
TP73	-1	CDC25C
NRG1	1	CD44
GATA6	1	VCAM1
NR3C1	1	LTBR
STAT1	1	ACAT1
RBPJ	1	NOTCH1
RBPJ	1	NOTCH3
PPARG	-1	AGTR1
JUNB	1	IL1A
SP3	1	CBS
SP1	1	AGTR1
TFAP2A	1	CDKN1A
TFAP2A	1	RBL2
TFAP2A	1	NGF
TP53	1	SUMO1
DNMT1	-1	RB1
EWSR1	-1	CDKN1C
FLI1	-1	CDKN1C
REL	-1	TIMP1
RELB	-1	TIMP1
NFKB2	-1	TIMP1
RELA	-1	TIMP1
JUNB	1	LMNA
JUND	1	LMNA
JUN	1	LMNA
SP3	1	LMNA
ZEB1	1	VDR
SSRP1	1	ENG
TP53	1	DAB2
TP53	1	MAPK14
BMAL1	1	PER2
NPAS2	1	BMAL1
MTF1	1	NFIC
DLX2	1	COL2A1
SP3	1	GDF15
SP1	1	COL2A1
SP3	-1	COL2A1
SMAD7	1	MAP2K1
SMAD2	1	FURIN
TP53	1	FURIN
NKX3-1	1	BCL2L1
PAX8	1	BCL2
AHR	1	BAX
NKX3-1	1	AHR
SMAD2	1	TGFB1
SP1	1	WNK1
JUNB	1	WNK1
JUND	1	WNK1
JUN	1	WNK1
SP1	1	PTMA
NR0B1	1	NRIP1
RELA	1	IKBKB
RELA	1	MAPK14
SP1	1	MYC
CEBPG	1	FAS
CEBPB	1	FAS
SMAD3	1	PTHLH
SP1	1	IFNGR1
SP1	1	KLF13
SP1	1	SIN3A
KLF2	-1	MYC
EGR1	1	CAT
WT1	-1	CAT
CEBPB	1	A2M
SP1	1	GSTP1
CEBPB	1	GSTP1
NFYA	1	SP3
TBP	1	LGALS1
MYB	1	AKT1
EGR1	1	PLAT
EGR1	1	PRKCA
RELB	1	MAP3K14
REL	1	MAP3K14
NFKB2	1	MAP3K14
RELA	1	MAP3K14
NFKB1	1	MAP3K14
RELB	1	TNFRSF11A
REL	1	TNFRSF11A
NFKB2	1	TNFRSF11A
NFKB1	1	TNFRSF11A
FOS	1	WEE1
JUNB	1	WEE1
JUND	1	WEE1
MYBL2	1	RB1
EGR1	1	CCND1
EGR1	1	KRAS
EGR1	1	PIK3R1
TP53	-1	AR
JUN	-1	AR
VEZF1	1	EDN1
PPARA	-1	ALDH2
NFIA	1	CSF1
NFIC	1	CSF1
NFKB2	1	PTPRC
RELB	1	PTPRC
REL	1	PTPRC
RELA	1	PTPRC
NFKB1	1	PTPRC
STAT5A	1	SHC1
MYC	1	EPHB2
MYC	1	PIK3R1
MYC	1	EGF
ELF3	1	CCND3
TCF3	1	CCND3
TCF3	1	CCND2
EGR1	1	SOD2
MAX	1	TRRAP
MXD1	1	CCND2
MXD1	1	TRRAP
MYC	1	TRRAP
YY1	1	COL1A1
SOX9	1	CDKN1A
SOX9	1	MAPK3
SOX9	1	CDH2
HSF1	1	SUMO1
JUNB	1	ABL1
JUND	1	ABL1
JUN	1	ABL1
JUNB	1	NCK2
JUND	1	NCK2
JUN	1	NCK2
JUNB	-1	CDKN1A
JUND	-1	CDKN1A
JUN	-1	CDKN1A
JUND	1	PCNA
JUN	1	PCNA
JUNB	1	PCNA
SP3	1	IGFBP3
SP1	1	IGFBP3
PITX2	1	GAD1
AR	1	SF1
NFKB2	1	PSMA6
RELB	1	PSMA6
REL	1	PSMA6
RELA	1	PSMA6
NFKB1	1	PSMA6
YY1	1	VWF
TP73	1	CCNE1
ATF1	1	PTGS2
TP53	1	HIPK2
RELB	1	TNFSF10
NFKB2	1	TNFSF10
TP53	1	BNIP3
HHEX	1	FGF2
KLF4	1	LAMA3
TP53	-1	CHUK
RORA	-1	PPARG
STAT1	-1	PPARG
PPARD	-1	APOE
FOS	1	FGF2
E2F1	-1	SERPINE2
CEBPD	1	CEBPB
SP1	1	HRAS
SP3	1	PRKACA
JUNB	1	ESR2
JUND	1	ESR2
JUN	1	ESR2
ELK3	1	JUN
ELK3	-1	EGR1
AR	1	BCL2
RUNX1	1	CREBBP
RUNX1	1	KAT2B
SMAD4	1	FSTL3
WT1	1	IGFBP4
SP1	1	PAX6
TFCP2	1	PAX6
SP1	1	PRKG1
SP3	1	PRKG1
BCL6	-1	CDKN1A
FOXE1	1	TG
RARA	1	RB1
PAX6	1	CDKN2A
PAX6	1	CDKN2B
SMAD1	1	BMP2
SMAD1	1	PTK2
REST	-1	MAPK8IP1
TWIST1	-1	CDKN1A
ETS1	1	SERPINE1
SMAD3	1	CCN2
SMAD4	1	CCN2
RELB	1	CXCL11
REL	1	CXCL11
NFKB2	1	CXCL11
RELA	1	CXCL11
NFKB1	1	CXCL11
TP73	-1	CDK1
TP53	1	TFRC
MYB	1	CDKN2A
MYB	1	CDKN2B
ATF6	1	ATP2A2
JUNB	-1	AR
JUND	-1	AR
RELB	-1	AR
REL	-1	AR
NFKB2	-1	AR
NFKB1	-1	AR
NFYA	1	JUNB
ELF1	1	IL12A
RELB	1	IL12A
JUNB	1	GSTP1
JUND	1	GSTP1
JUN	1	GSTP1
TP73	1	JAG1
TP73	1	EPHA2
TP53	1	SIRT1
RELB	1	U2AF1
REL	1	U2AF1
NFKB2	1	U2AF1
RELA	1	U2AF1
NFKB1	1	U2AF1
RBPJ	1	U2AF1
ETV4	1	PLAU
FOS	1	APP
JUN	1	APP
JUNB	1	BDNF
JUND	1	BDNF
JUN	1	BDNF
ESR2	1	STAT5A
STAT5B	1	JAK2
NCOA1	1	C3
STAT3	1	FOS
HOXB2	1	PLAT
SMAD3	-1	MYC
AR	1	FGF2
TBP	1	RASA1
ZBTB7B	-1	FN1
NR3C1	1	NFKBIA
THRA	1	OXTR
ESR2	-1	OXTR
TBPL1	1	OXTR
LEF1	1	NCAM1
CEBPB	1	PTPN13
RELB	1	PTPN13
REL	1	PTPN13
NFKB2	1	PTPN13
TP53	1	PTPN13
RELB	1	LTBR
REL	1	LTBR
NFKB2	1	LTBR
RELA	1	LTBR
NFKB1	1	LTBR
TCF3	1	TFPT
IRF1	1	CTNND1
CREB1	1	BRCA1
STAT2	1	CBL
ID2	1	CDKN1A
ID2	1	KRAS
KAT7	1	TADA3
SSRP1	1	GTF2F1
ATF1	1	CREBBP
STAT5A	1	CISH
STAT5A	1	SOCS3
BCL3	1	CCND1
JUN	1	HSPA5
STAT5B	1	JUN
ETS1	1	ECE1
ZNF143	1	IRF3
RARA	-1	EDN1
PAX2	1	GDNF
AHR	1	POLK
STAT3	1	PIK3R1
SALL2	1	ABL1
SALL2	1	LARGE1
FOXO1	1	IGF1R
SP1	1	TLR2
SP1	1	AGA
JUN	1	MITF
NFIA	1	NR1H3
JUNB	1	TGFBR2
JUND	1	TGFBR2
JUNB	1	RHOB
JUND	1	RHOB
AHR	1	AHRR
SP3	1	CTSL
KAT7	1	NFYA
AR	-1	PLAU
MAF	1	CRYBB2
MAF	1	BDKRB2
NCOA2	1	CREBBP
NCOA3	1	MSH6
HBP1	1	BAX
HBP1	1	TP73
KLF2	1	VAV1
SP1	1	CD40
IRF1	1	KAT2B
RELB	1	RELB
REL	1	RELB
RELA	1	RELB
NFKB1	1	RELB
SP1	1	FGFR1
SP3	1	FGFR1
PITX2	1	DLX2
JUNB	1	STXBP1
SP1	1	CASP3
PAX6	1	KRAS
PAX6	1	TG
SSRP1	1	KRAS
SSRP1	1	RHOA
SSRP1	1	TG
STAT5A	1	PTPN2
IRF1	1	HLA-E
REST	-1	BDNF
TP53	1	TRRAP
SP3	1	AGTR1
SP1	1	HPSE
ZNF398	1	ZNF354C
NFKB2	1	ZNF398
MYB	1	SUMO1
STAT5B	1	CDKN1A
JUND	1	STXBP1
JUN	1	STXBP1
AHR	-1	BRCA1
ETS1	1	NR2F1
RARB	1	CDKN2A
RARB	1	CDKN2B
NFATC2	1	NFATC1
SP1	1	ICAM1
SP1	1	IL1B
GABPA	1	AURKA
RELA	1	PTEN
CEBPB	1	HSF1
AHR	1	SMARCA4
ARNT	1	SMARCA4
MEF2A	1	TWIST2
HES1	-1	CDKN1A
TCF12	1	APEX1
TP53	1	CD58
SP1	1	BSG
SP3	1	BSG
MITF	1	CDH1
TFEC	1	CD40
TFE3	1	CD40
RARB	-1	PTGS2
HIF1A	1	GLB1
CEBPB	1	RPS6KA1
SP1	1	NF2
SP3	1	FBLN1
SP1	1	FBLN1
TFAP2A	1	FBLN1
CREB1	1	NR4A3
TFAP2A	1	CD44
TFAP2A	1	NUP214
TFAP2A	1	RB1
SP1	1	ABCA1
SP1	-1	NGFR
MYC	1	ACTL6A
RARA	1	FGFR1
ESR2	1	FBLN1
TP53	1	IER3
TFAP4	1	IER3
HESX1	1	RLF
DNMT1	1	FBLN1
SMARCA1	-1	CD44
IRF2	1	USP18
IRF3	1	USP18
TP53	-1	MCL1
HIF1A	1	AFP
MYC	1	AFP
RELB	1	PUF60
REL	1	PUF60
NFKB2	1	PUF60
RELA	1	PUF60
NFKB1	1	PUF60
PPARA	1	HLA-E
PPARG	1	HLA-E
NR0B1	1	RLF
RLF	1	SF1
USF1	1	ABCA1
USF2	1	ABCA1
STAT3	1	ECE1
MBD2	1	MECP2
TFCP2	1	MECP2
PAX6	1	NOTCH2
PAX6	1	NOTCH3
CEBPB	1	CSF1R
HSF1	-1	CSF1R
PPARA	1	CD36
SPEN	1	NCOR2
SP1	1	CREB1
SP1	1	UBC
BMAL1	1	CSNK1E
NR1H2	1	NR1H3
MXI1	-1	CCNB1
STAT1	1	IRF7
SMAD2	1	SERPINE1
BHLHE40	-1	PPARG
HIF1A	1	PPARG
NR4A2	1	CD44
CREB1	1	NR4A2
NFKB1	1	NR4A2
RELA	1	NR4A2
RELB	1	NR4A2
REL	1	NR4A2
NFKB2	1	NR4A2
RELA	1	HES1
RELA	1	NCOR1
RBPJ	1	CD40
RBPJ	1	TRAF2
JUNB	1	CD40
JUND	1	CD40
JUN	1	CD40
IRF1	1	CCL2
POU5F1	1	SPP1
POU5F1	-1	FOXA1
PLAGL1	1	APAF1
E2F4	-1	MCL1
FOSL1	1	FN1
EWSR1	1	IGF1R
ATF2	1	PTGS2
JUN	1	FTH1
SP1	1	MET
ZNF91	1	CDH1
GATA6	1	WNT7B
TTF1	1	WNT7B
BCL6	-1	CCNA2
SSRP1	1	CDKN1B
TP53	1	SEMA3B
NCOA2	1	PRKACA
NCOA3	1	PRKACA
KAT7	1	AGT
PPARG	-1	CCL5
NKX3-1	1	ACHE
SSRP1	1	PTGS2
SSRP1	1	TIMP1
SP1	1	AEBP1
SP3	1	AEBP1
TP53	1	XRCC5
POU2F2	1	CD36
USF1	1	LAMA3
FOXD1	1	PRKAR1A
FOXC2	1	AKT1
FOXC2	1	PRKAR1A
MEF2A	1	AKT2
PPARA	1	DDIT3
HLF	1	HLA-E
KLF9	1	MAPK8
KLF9	1	AXL
KLF9	1	CDKN1A
KLF9	1	IGFBP2
SP1	1	AXL
SP1	1	IGFBP2
SP1	1	EIF2AK1
TP53	1	NCOA4
TP73	1	NCOA4
JUNB	1	AP3B1
JUND	1	AP3B1
JUN	1	AP3B1
NR3C1	1	VLDLR
MBD2	-1	GSTP1
VDR	-1	EGFR
USF2	1	PTGS2
SP1	-1	SERPINA1
ELF2	1	ANGPT1
PITX2	1	RGS2
CUX1	-1	CDKN1B
IRF1	1	CTSS
IRF2	1	CTSS
MYBL2	1	IGFBP5
MYB	1	IGFBP5
PPARG	-1	MYC
ENO1	1	BCL2L1
ENO1	1	CASP3
JUNB	1	MMP11
JUND	1	MMP11
JUN	1	MMP11
RELB	1	F3
NFKB2	1	F3
CREB1	1	RRM2
RELB	1	RRM2
REL	1	RRM2
NFKB2	1	RRM2
RELA	1	RRM2
NFKB1	1	RRM2
POU2F1	1	RRM2
SP1	1	RRM2
TFAP2A	1	RRM2
NR4A1	1	RARB
PPARA	1	VEGFA
PPARA	1	NFKBIA
RELB	1	MED1
REL	1	MED1
NFKB2	1	MED1
RELA	1	MED1
NFKB1	1	MED1
SP1	1	FGFR4
JUN	1	CIITA
CREM	1	CREBBP
CREB1	1	TAGLN
SMAD2	1	CCN2
ETS1	1	FLI1
NFIC	1	CLU
NFIC	1	HSPA9
AR	1	KAT5
EBF1	1	PREB
HSF1	1	SERPINH1
PPARG	1	VEGFA
PITX2	1	IL6
NCOR1	1	MYBL2
ID1	1	PIK3R1
ETV3	-1	KRAS
POU2F1	1	CDC6
YBX1	1	MMP2
FOXO3	1	TGFBR2
EGR1	-1	PPARG
TBP	1	ILK
TBP	1	TAF10
SMAD7	1	ACVR1B
YY1	-1	TAGLN
NFE2L2	1	SERPINA1
AR	1	GSTP1
NFE2L2	1	GSTP1
ARNT	1	SRC
TFDP1	1	CDC16
CREB1	1	PER1
CEBPG	-1	ZFPM1
SP1	1	BCL2
KLF4	1	LAMC1
SP1	1	LAMC1
THRA	1	CD40
THRA	1	SRA1
THRA	1	SRC
KLF13	-1	CYP1A1
KLF16	-1	CYP1A1
KLF9	-1	CYP1A1
JUNB	1	GLRX
JUND	1	GLRX
JUN	1	GLRX
TCF12	1	TERT
NFX1	1	HLA-E
CEBPB	1	SREBF1
JDP2	1	JUN
ETV1	1	PLAU
JUNB	1	ODC1
JUND	1	ODC1
JUN	1	ODC1
CEBPB	1	NR1H3
RELB	1	BCR
REL	1	BCR
NFKB2	1	BCR
NFKB1	1	BCR
AR	1	PTEN
AR	1	AKT1
SMAD5	1	BMP4
AR	1	RARA
CEBPG	1	DDIT3
SP1	1	DNMT1
SP3	1	DNMT1
SP1	1	PPP2CA
TCF3	1	EBF1
MAX	1	YBX1
TP73	1	YBX1
NCOR1	1	UIMC1
MYC	1	MAP2K1
TP53	1	SLC25A5
TP53	1	TNFRSF11A
AR	1	NR0B1
ATF4	1	ERBB2
SMAD5	1	BMP2
USF1	1	PRKAR2B
USF2	1	PRKAR2B
CEBPB	1	PRKAR2B
CEBPG	1	PRKAR2B
KLF4	-1	ID3
ID3	1	MAPK1
ZBTB33	1	CTNND1
NCOR1	1	NCOA3
MITF	1	GSK3B
JUNB	1	APC
JUND	1	APC
JUN	1	APC
SP1	-1	MMP14
KLF13	1	CCL5
TCF3	1	APOE
MYB	1	AR
SMAD4	1	APP
JUN	1	NCAM1
JDP2	1	CREBBP
DNMT1	1	MBD3
DNMT3A	1	MBD3
DNMT3A	1	MBD4
DNMT3B	1	MBD3
DNMT3B	1	MBD4
MBD1	1	ACTB
MBD1	1	MBD4
MBD2	1	PCNA
DNMT1	1	MBP
DNMT1	1	PCNA
JUNB	1	RHOA
JUND	1	RHOA
JUN	1	RHOA
AHR	1	SERPINE1
ETV1	1	ERBB2
KLF5	1	PLAT
ATF2	1	NR4A2
CEBPG	-1	IL6
BMAL1	1	TTF1
CLOCK	1	TTF1
WT1	1	SF1
SP1	1	CDKN2A
TP53	1	APP
YY1	1	HOXB4
NFYA	1	HOXB4
SP1	1	DKC1
ETS1	1	PERP
ESR2	1	CAV1
NFAT5	1	HSPA1B
PHF5A	1	SMARCB1
NCOR2	1	CYP1A1
POU2F1	-1	VCAM1
ETS1	1	CCNG1
RELA	1	CAMK4
TFAP2A	1	RAD21
RARA	1	IL1B
TP53	1	NQO1
MAF	1	NQO1
MAFG	1	NQO1
MAFK	1	NQO1
SNAI1	-1	MUC1
ZEB1	-1	MUC1
SNAI1	1	ZEB1
JUN	1	GADD45B
RELB	1	GADD45B
REL	1	GADD45B
NFKB2	1	GADD45B
RELA	1	GADD45B
NFKB1	1	GADD45B
NCOA1	1	CXCL8
JUNB	1	PRDM1
JUND	1	PRDM1
JUN	1	PRDM1
BCL6	-1	PRDM1
JDP2	1	S100A9
TP53	1	NFYA
ID3	1	NPTX1
NR2C2	1	MAP2K7
NR2C2	1	MAPK8
TFAP2A	1	PRKACA
SP1	1	CREBBP
TFAP2A	1	CREBBP
SP1	1	TFAP2A
ELF1	1	TSC1
NR1H2	1	TP53
FOS	1	MDM2
NKX3-1	-1	FOS
NKX3-1	1	MDM2
KLF10	-1	SMAD7
RELB	1	CDK9
REL	1	CDK9
NFKB2	1	CDK9
RELA	1	CDK9
NFKB1	1	CDK9
SP3	1	CSNK2A1
TEF	1	CAD
CEBPG	1	CXCL8
CEBPB	1	AXIN1
CEBPB	1	FGFR1
CEBPB	1	HLA-E
TP73	1	RBL2
KLF4	-1	GSTP1
KLF5	-1	GSTP1
RELB	1	TNFAIP3
NFKB2	1	TNFAIP3
JUND	1	EGF
RELB	1	SOCS1
REL	1	SOCS1
NFKB2	1	SOCS1
RELA	1	SOCS1
NFKB1	1	SOCS1
RELB	1	CFB
REL	1	CFB
NFKB2	1	CFB
RELA	1	CFB
NFKB1	1	CFB
REL	1	CASP4
SP1	1	TOP2B
MBD2	1	PLAU
RELB	1	CASP4
NFKB2	1	CASP4
RELA	1	CASP4
NFKB1	1	CASP4
STAT1	1	CASP4
CREM	1	VDR
PAX2	1	ROBO3
JUN	1	NUP214
SP3	1	CREBBP
JUNB	1	SPP1
JUN	1	SPP1
NKX3-1	1	BAX
TBPL1	1	MC1R
HIF1A	1	BCL2
OSR1	1	PRKN
SMAD3	1	FN1
SMAD7	1	FN1
ESR2	-1	VEGFA
FOS	1	NOTCH2
FOSL1	1	NOTCH2
RELB	1	STAT5A
REL	1	STAT5A
NFKB2	1	STAT5A
CREB1	1	GSTP1
RELB	1	MUC1
REL	1	MUC1
NFKB2	1	MUC1
RELA	1	MUC1
NFKB1	1	MUC1
TWIST1	1	POSTN
MYC	1	CD40
MEF2D	1	CD14
SP1	1	CD14
MEF2A	1	CD14
ATF2	1	EBP
JUN	1	EBP
ATF2	1	CEBPB
JUN	1	CEBPB
FOXM1	-1	AFP
PPARG	-1	IL6
THRA	1	LARGE1
REL	1	IL1A
NFKB1	1	IL1A
MITF	1	TPH1
SP1	1	BMP2
CEBPD	1	A2M
STAT1	1	COL2A1
STAT1	1	JAK2
USF1	-1	IL1B
USF2	-1	IL1B
JUN	1	MEN1
JUND	1	MAPK1
SSRP1	1	TGFB1
TFAP4	1	NF1
SP3	1	SERPINH1
TP53	1	MIF
NR2C2	1	MAP3K14
NR2C2	1	TAB1
ZBTB17	1	HCFC1
KLF10	1	SMAD2
KLF10	1	SMAD3
KLF10	1	SMAD4
ZNF91	1	AP3B1
CREBZF	1	AP3B1
SMAD4	1	ID1
KLF2	1	ODC1
SP1	1	FLNA
FOXO1	1	TNFSF10
CEBPB	1	PRKCA
MAFK	-1	HMOX1
REL	1	IER3
RELB	1	IER3
NFKB2	1	IER3
RELA	1	IER3
NFKB1	1	IER3
RELB	1	TNFRSF11B
REL	1	TNFRSF11B
NFKB2	1	TNFRSF11B
NFKB1	1	TNFRSF11B
E2F2	-1	TERT
CUX1	1	CD40
E2F3	-1	TERT
E2F4	-1	TERT
E2F5	-1	TERT
ARNT	1	CYP1A1
NFE2L2	1	KEAP1
JUN	1	NPM1
JUNB	1	NPM1
JUND	1	NPM1
ESRRA	1	NR1D1
SP2	1	CDKN1A
ZBED1	1	MYB
MYC	1	BBC3
TP53	1	RPSA
STAT1	1	CCL2
YY1	1	MUC1
RUNX2	-1	CDKN1A
ATF1	1	CD44
CLOCK	1	BHLHE40
ATF1	1	CIITA
ATF1	1	HLA-E
NCOR1	1	RARB
JUN	1	PRKG1
HIF1A	1	ABL1
HIF1A	1	BCR
MAF	1	MORF4L1
SSRP1	1	MYBL2
BMAL1	1	BHLHE40
BHLHE40	1	PER1
BMAL1	1	BHLHE41
CLOCK	1	BHLHE41
BHLHE41	1	PER1
BCL6	1	SIRT1
TP53	-1	PTTG1
SP1	1	PTTG1
STAT1	1	CREBBP
NR2F1	1	CAMK4
SSRP1	1	BCL2
BCL6	1	ARID1B
ATF3	1	PFDN4
ATF3	1	RBBP7
BCL6	1	PFDN4
BCL6	1	RBBP7
KAT7	1	CCNE1
MYC	1	MXD4
ZBTB17	1	MXD4
SP3	1	SUMO1
IRF1	1	CDKN1A
SP1	1	MAP3K5
HES1	1	DBF4
SP1	1	DBF4
MYC	1	PRKACA
EGR1	1	CAMK2A
EGR1	1	MAP3K1
MAF	1	IL12A
SSRP1	1	HBEGF
KLF2	-1	PPARG
NFYA	1	CBS
ARHGAP35	1	RHOA
EWSR1	1	BCL2L1
FLI1	1	BCL2L1
KLF6	1	ENG
EGR1	1	ENG
CUX1	-1	CDKN1A
ETS1	-1	TFRC
TP73	1	APP
CEBPG	1	TUBA1A
STAT1	1	KLF4
TP53	-1	INSR
WT1	1	RB1
MITF	1	SNAI2
ETS2	1	PSEN1
TGFB1I1	1	FOS
YBX1	-1	COL1A2
E2F4	1	STMN1
MYC	1	TIAM1
DDIT3	1	PDIA3
MYC	1	ID2
MAFG	1	HMOX1
FOXO1	1	IL6
PPARG	1	CAT
RELB	1	PLCG2
REL	1	PLCG2
NFKB2	1	PLCG2
RELA	1	PLCG2
NFKB1	1	PLCG2
EWSR1	1	CREBBP
AR	1	TXN
HIF1A	1	NAA10
NCOR1	1	RB1
SP1	1	TBXA2R
TSC22D1	1	CDKN1A
E2F2	-1	PCNA
RELB	1	EGFR
REL	1	EGFR
NFKB2	1	EGFR
RELA	1	EGFR
NFKB1	1	EGFR
ETV4	1	CCL2
SP3	1	MET
TP53	1	KISS1
SOX5	1	NFKBIB
NCOA2	1	CASP8AP2
CEBPG	1	LRPAP1
HIF1A	1	EPAS1
YY1	1	DEK
HES1	1	IL1B
RELB	1	PTGDS
REL	1	PTGDS
NFKB2	1	PTGDS
RELA	1	PTGDS
HES1	-1	PTGDS
SP1	1	SYP
TCF21	-1	CDKN1A
HIC1	1	RASSF1
MYC	1	CBFB
ID1	-1	THBS1
KAT7	1	YWHAQ
TP53	1	YWHAQ
NR4A1	1	SERPINE1
STAT1	1	MED23
GATA6	1	VWF
ESR2	1	BMP2
THRA	1	E2F1
TP53	1	PDP1
TP53	1	PPM1A
IRF1	1	IL12A
SMAD3	1	PPARG
ETV4	1	ZHX1
YY1	1	ZHX1
USF1	1	HSF2
E2F1	1	ATM
EWSR1	1	ID2
ID2	1	CCND1
EWSR1	1	ATF1
ATF1	-1	SH3RF1
EWSR1	1	SH3RF1
MYB	1	EGF
SP1	1	CYP2E1
STAT5A	1	VIM
GATA6	1	INHA
CREM	1	PRKACA
NRF1	1	CYCS
ERF	1	JUN
CEBPZ	1	CDKN1A
CEBPZ	1	TP73
CEBPB	1	NCAM1
PAX6	1	NCAM1
IRF1	1	PTGS2
JUNB	1	CAT
JUND	1	CAT
JUN	1	CAT
SP1	1	CAT
RELB	1	PML
REL	1	PML
NFKB2	1	PML
RELA	1	PML
NFKB1	1	PML
HIF1A	1	CREBBP
MBD2	1	CP
DNMT1	1	GSTP1
MYC	1	PIAS2
AHR	1	PTGS2
USF1	1	TP53
PPARG	1	LRP1
RXRA	1	LRP1
TFEB	1	SERPINE1
EWSR1	1	COL11A2
PITX2	1	INHBA
SSRP1	1	IGF2
RELA	1	CALM1
STAT3	1	FAAH
EWSR1	1	TNC
AHR	-1	CDH13
SP1	1	PROCR
EWSR1	-1	CDKN1A
FLI1	1	CDKN1A
YBX3	1	CDK4
MXD1	1	ODC1
EGR1	-1	MET
TAF1	1	CCND1
NRG1	1	EGFR
FOS	1	MYC
EGR1	1	TIMP1
ZNF362	1	TIMP1
PPARA	-1	TGFB1
STAT5A	1	ID1
MEF2A	1	MAPK7
REL	1	CDC42
SP1	1	IL12A
SP1	1	NRP1
ESR2	1	TGFB3
RELB	1	CDC42
NFKB2	1	CDC42
RELA	1	CDC42
NFKB1	1	CDC42
SP3	1	PCYT1A
TFAP2A	1	CITED2
STAT5B	-1	PPARG
TP53	-1	BRCA2
AR	1	ERCC3
BCL6	-1	IL6
TFAP2A	1	DEK
IRF7	1	ISG15
MNT	1	GLMN
MXI1	1	GLMN
